name,passmark,rank,value,price
Intel G965 Express,18,1506,NA,
Intel Haswell HD - GT1,118,1204,NA,
Intel Haswell HD - GT2,160,1155,NA,
Intel HD 3000,313,1014,0.33,945.0
Intel HD 4000,455,929,0.29,1592.95
Intel HD 4400,567,833,NA,
Intel HD 4600,711,689,NA,
Intel HD 5000,599,803,NA,
Intel HD 510,619,780,NA,
Intel HD 515,646,754,NA,
Intel HD 520,834,585,NA,
Intel HD 5200,777,624,NA,
Intel HD 530,998,497,NA,
Intel HD 5300,401,963,NA,
Intel HD 5500,589,813,NA,
Intel HD 5600,663,734,NA,
Intel HD 6000,829,592,NA,
Intel HD 610,716,684,NA,
Intel HD 615,729,670,NA,
Intel HD 630,1120,441,NA,
Intel HD Family,436,941,NA,
Intel HD Graphics 620,927,539,NA,
Intel HD manual-gen9_2015-133271,165,1153,NA,
Intel HD Modded,112,1224,NA,
Intel HD P3000,351,988,NA,
Intel HD P4000,516,888,NA,
Intel HD P4600,604,796,NA,
Intel HD P4600/P4700,669,727,NA,
Intel HD P530,1066,460,NA,
Intel HD P630,1257,399,NA,
Intel Infoshock HD,193,1119,NA,
Intel Iris 5100,750,651,NA,
Intel Iris 540,1345,375,NA,
Intel Iris 550,1607,330,NA,
Intel Iris 6100,977,513,NA,
Intel Iris Plus 640,1420,359,NA,
Intel Iris Plus 650,1560,339,NA,
Intel Iris Plus 655,1947,285,NA,
Intel Iris Pro 5200,1172,423,NA,
Intel Iris Pro 580,1867,295,NA,
Intel Iris Pro Graphics 6200,1532,344,NA,
Intel Iris Pro P580,2089,264,NA,
Intel Media Accelerator,32,1455,NA,
Intel Media Accelerator 3150,3,1635,NA,
Intel Media Accelerator 500,3,1624,NA,
Intel Media Accelerator 600,6,1547,NA,
Intel Media Accelerator HD,116,1210,NA,
Intel Q33 Express,11,1529,NA,
Intel Q35 Express,10,1531,NA,
Intel Q45/Q43 Express Chipset,66,1346,NA,
Intel Q45/Q43 Express-Chipsatz,59,1365,NA,
Intel Q965/Q963 Express,6,1553,NA,
Intel Skylake HD DT GT2,576,826,NA,
Intel UHD,1217,412,NA,
Intel UHD 600,363,980,NA,
Intel UHD 605,406,956,NA,
Intel UHD 610,776,626,NA,
Intel UHD 615,739,664,NA,
Intel UHD 630,1190,418,NA,
Intel UHD Graphics 620,1031,479,NA,
Intel UHD P630,1180,421,NA,
Intel US15 Embedded Media and Controller,7,1542,NA,
ION,98,1259,0.43,229.99
ION LE,99,1253,NA,
KB 2C,235,1075,NA,
M860G with Mobility Radeon 4100,75,1318,NA,
M880G with Mobility Radeon HD 4200,92,1273,NA,
M880G with Mobility Radeon HD 4225,71,1327,NA,
M880G with Mobility Radeon HD 4250,104,1240,NA,
Matrox C420 LP PCIe x16,635,766,NA,
Matrox C680 PCIe x16,1951,283,NA,
Matrox C900 PCIe x16,1812,300,NA,
Matrox G200e WDDM 1.2,59,1363,NA,
Matrox G200eh,40,1420,NA,
Matrox G200eh WDDM 1.2,52,1381,NA,
Matrox G200eR,36,1436,NA,
Matrox G200eR WDDM 1.2,67,1339,NA,
Matrox G200eW,42,1415,NA,
Matrox G200eW WDDM 1.2,50,1389,NA,
Matrox M9138 LP PCIe x16,27,1472,NA,
Matrox M9140 LP PCIe x16,21,1498,NA,
Matrox M9148 LP PCIe x16,11,1526,NA,
Matrox Millennium P650 PCIe 128,5,1573,NA,
Matrox Millennium P690 PCIe x16,10,1532,NA,
Matrox Millennium P690 Plus LP PCIe x16,6,1549,NA,
Matrox Parhelia 256MB,9,1533,NA,
Matrox Parhelia APVe,5,1568,NA,
MEDION RADEON X740XL,94,1265,NA,
Mobile Intel - famiglia Express Chipset 45,37,1433,NA,
Mobile Intel - famiglia Express Chipset serie 4,47,1397,NA,
Mobile Intel 4 Express-Chipsatzfamilie,44,1408,NA,
Mobile Intel 45 Express,43,1411,NA,
Mobile Intel 45 Express-Chipsatzfamilie,46,1401,NA,
Mobile Intel 915GM/GMS/910GML Express,4,1594,NA,
Mobile Intel 945 Express,4,1590,NA,
Mobile Intel 945GM Express,5,1563,NA,
Mobile Intel 945GM/GU Express,5,1567,NA,
Mobile Intel 965 Express,20,1502,NA,
Mobile Intel 965 Express-Chipsatzfamilie,24,1488,NA,
Mobile Intel HD,410,954,NA,
Mobile Intel serie 4 Express,44,1407,NA,
MOBILITY FIREGL T2,39,1422,NA,
MOBILITY FIREGL T2/T2e,33,1451,NA,
MOBILITY FireGL V3200,61,1358,NA,
MOBILITY FireGL V5000,81,1306,NA,
MOBILITY FireGL V5200,44,1405,NA,
MOBILITY FireGL V5250,27,1470,NA,
Mobility FireGL V5725,219,1085,NA,
Mobility Radeon 4100,81,1309,NA,
MOBILITY RADEON 7000 IGP,6,1554,NA,
MOBILITY RADEON 7500,3,1619,NA,
MOBILITY RADEON 9000,3,1628,NA,
MOBILITY RADEON 9000 IGP,7,1538,NA,
MOBILITY RADEON 9000/9100 IGP,5,1566,NA,
MOBILITY RADEON 9100 IGP,2,1637,NA,
MOBILITY RADEON 9200,3,1636,NA,
MOBILITY RADEON 9600 PRO TURBO,24,1485,NA,
MOBILITY RADEON 9600/9700,39,1426,NA,
MOBILITY RADEON 9700,26,1474,NA,
MOBILITY RADEON 9800,46,1402,NA,
Mobility Radeon HD 2300,50,1386,NA,
Mobility Radeon HD 2400,89,1287,NA,
Mobility Radeon HD 2400 XT,103,1242,NA,
Mobility Radeon HD 2600,169,1148,NA,
Mobility Radeon HD 2600 XT,190,1127,NA,
Mobility Radeon HD 3410,62,1354,NA,
Mobility Radeon HD 3430,97,1260,NA,
Mobility Radeon HD 3450,91,1283,NA,
Mobility Radeon HD 3470,93,1269,NA,
Mobility Radeon HD 3470 Hybrid X2,93,1268,NA,
Mobility Radeon HD 3650,211,1094,NA,
Mobility Radeon HD 3670,232,1077,NA,
Mobility Radeon HD 3850,365,978,NA,
Mobility Radeon HD 3870,547,859,NA,
Mobility Radeon HD 3870 X2,564,837,NA,
Mobility Radeon HD 4200,91,1285,NA,
Mobility Radeon HD 4225,66,1347,NA,
Mobility Radeon HD 4250,98,1257,NA,
Mobility Radeon HD 4270,92,1272,NA,
Mobility Radeon HD 4330,135,1181,NA,
Mobility Radeon HD 4350,148,1163,NA,
Mobility Radeon HD 4550,191,1123,NA,
Mobility Radeon HD 4570,196,1115,NA,
Mobility Radeon HD 4650,401,964,NA,
Mobility Radeon HD 4670,463,927,NA,
Mobility Radeon HD 4830,511,890,NA,
Mobility Radeon HD 4850,866,571,NA,
Mobility Radeon HD 4870,719,676,NA,
Mobility Radeon HD 5000,773,630,NA,
Mobility Radeon HD 5000 Serisi,478,911,NA,
Mobility Radeon HD 5165,284,1036,NA,
Mobility Radeon HD 530v,174,1142,NA,
Mobility Radeon HD 540v,188,1128,NA,
Mobility Radeon HD 5430,181,1135,NA,
Mobility Radeon HD 5450,214,1092,NA,
Mobility Radeon HD 545v,199,1112,NA,
Mobility Radeon HD 5470,236,1073,NA,
Mobility Radeon HD 550v,266,1050,NA,
Mobility Radeon HD 5570,715,687,NA,
Mobility Radeon HD 560v,318,1013,NA,
Mobility Radeon HD 5650,551,851,NA,
Mobility Radeon HD 565v,325,1004,NA,
Mobility Radeon HD 5730,676,723,NA,
Mobility Radeon HD 5850,767,635,NA,
Mobility Radeon HD 5870,1241,402,NA,
Mobility Radeon HD serie 4200,96,1264,NA,
Mobility Radeon X1300,39,1424,NA,
Mobility Radeon X1350,39,1423,NA,
Mobility Radeon X1400,43,1413,NA,
Mobility Radeon X1450,33,1452,NA,
Mobility Radeon X1600,92,1276,NA,
Mobility Radeon X1700,104,1238,NA,
MOBILITY RADEON X1800,130,1187,NA,
Mobility Radeon X1900,134,1182,NA,
Mobility Radeon X2300,48,1395,NA,
Mobility Radeon X2300 HD,48,1394,NA,
Mobility Radeon X2500,81,1305,NA,
MOBILITY RADEON X300,33,1450,NA,
MOBILITY RADEON X600,50,1388,NA,
MOBILITY RADEON X600 SE,49,1391,NA,
MOBILITY RADEON X700,66,1343,NA,
MOBILITY RADEON XPRESS 200,26,1475,NA,
Mobility Radeon. HD 5470,215,1090,NA,
MOBILITY/RADEON 9000,4,1601,NA,
MxGPU,2021,277,NA,
nForce 750a SLI,83,1299,NA,
nForce 760i SLI,140,1173,NA,
nForce 780a SLI,92,1277,NA,
nForce 980a/780a SLI,81,1307,NA,
NVIDIA TITAN X,13583,12,11.32,1200.0
NVIDIA TITAN Xp,14175,10,7.09,1999.99
NVS 2100M,185,1131,NA,
NVS 300,184,1133,2.63,69.98
NVS 310,292,1032,2.71,107.81
NVS 3100M,203,1108,NA,
NVS 315,346,993,6.55,52.99
NVS 4200M,364,979,NA,
NVS 510,765,636,3.21,237.99
NVS 5100M,356,984,NA,
NVS 5200M,661,737,NA,
NVS 5400M,780,621,NA,
NVS 810,975,514,1.56,624.99
OpenXT Display Driver,30,1462,NA,
P106-100,2060,267,NA,
PHDGD Ivy 4,394,967,NA,
PHDGD Quantic C3,113,1217,NA,
PHDGD Quebec 4.0 for Intel Q45/Q43 Express Chipset,66,1344,NA,
PHDGD Sapphire GR for Mobile Intel 965,25,1479,NA,
PHDGD Solo 1.2.0 x86,11,1528,NA,
PHDGD Solo 2 x64,20,1503,NA,
Quadro 1000M,751,650,0.88,859.0
Quadro 1100M,755,646,NA,
Quadro 2000,1316,381,14.96,87.99
Quadro 2000 D,1182,420,NA,
Quadro 2000D,1282,390,15.27,83.99
Quadro 2000M,1038,474,22.30,46.56
Quadro 280 NVS PCIe,5,1564,NA,
Quadro 3000M,1460,352,7.30,199.95
Quadro 400,238,1071,5.96,39.99
Quadro 4000,2044,273,14.42,141.8
Quadro 4000M,1823,299,16.28,111.99
Quadro 410,406,957,2.66,153.01
Quadro 5000,2842,212,20.17,140.95
Quadro 5000M,2059,268,NA,
Quadro 500M,672,726,2.44,275.14
Quadro 5010M,1824,298,7.73,235.95
Quadro 600,697,702,12.79,54.55
Quadro 6000,3521,169,7.83,449.99
Quadro CX,947,529,6.32,149.95
Quadro FX 1000,34,1447,NA,
Quadro FX 1100,35,1439,0.17,212.99
Quadro FX 1300,34,1446,NA,
Quadro FX 1400,103,1243,NA,
Quadro FX 1500,156,1157,1.42,109.99
Quadro FX 1500M,171,1145,NA,
Quadro FX 1600M,215,1089,1.44,149.9
Quadro FX 1700,193,1120,1.41,137.48
Quadro FX 1700M,300,1024,NA,
Quadro FX 1800,580,821,3.12,186.29
Quadro FX 1800M,479,910,NA,
Quadro FX 2500M,214,1091,2.15,99.99
Quadro FX 2700M,529,879,5.29,99.95
Quadro FX 2800M,659,741,13.21,49.95
Quadro FX 3000,69,1337,0.41,166.6
Quadro FX 3400/4400,104,1239,NA,
Quadro FX 3450,148,1162,1.24,119.99
Quadro FX 3450/4000 SDI,133,1186,NA,
Quadro FX 350,85,1290,NA,
Quadro FX 3500,208,1101,1.60,129.98
Quadro FX 3500M,306,1021,3.06,99.99
Quadro FX 350M,62,1357,NA,
Quadro FX 3600M,467,924,NA,
Quadro FX 360M,87,1289,NA,
Quadro FX 370,83,1298,0.90,92.75
Quadro FX 370 LP,108,1233,NA,
Quadro FX 3700,631,771,7.01,89.99
Quadro FX 3700M,634,768,0.69,925.0
Quadro FX 370M,93,1271,NA,
Quadro FX 380,149,1161,2.06,72.5
Quadro FX 380 LP,190,1126,NA,
Quadro FX 3800,839,582,19.09,43.99
Quadro FX 3800M,803,604,NA,
Quadro FX 380M,202,1111,NA,
Quadro FX 4500,207,1104,0.83,249.0
Quadro FX 4600,601,799,4.63,129.99
Quadro FX 4700 X2,665,732,NA,
Quadro FX 4800,1003,494,6.69,149.99
Quadro FX 500/600 PCI,14,1515,NA,
Quadro FX 500/FX 600,7,1539,NA,
Quadro FX 540,80,1311,1.35,59.99
Quadro FX 550,63,1351,NA,
Quadro FX 5500,240,1070,0.76,315.99
Quadro FX 560,113,1216,0.76,150.25
Quadro FX 5600,681,717,3.79,179.99
Quadro FX 570,115,1212,1.28,89.99
Quadro FX 570M,185,1130,NA,
Quadro FX 580,269,1046,3.05,88.44
Quadro FX 5800,1108,448,6.20,178.89
Quadro FX 770M,297,1028,0.57,527.0
Quadro FX 880M,354,986,NA,
Quadro FX Go1400,101,1247,NA,
Quadro GP100,12843,16,NA,
Quadro GV100,12699,17,NA,
Quadro K1000M,793,611,5.29,149.9
Quadro K1100M,1022,485,12.95,79.0
Quadro K1200,3026,200,9.46,319.98
Quadro K2000,1721,310,10.31,166.99
Quadro K2000D,1674,318,3.52,475.0
Quadro K2000M,1079,456,7.20,149.95
Quadro K2100M,1326,378,8.30,159.95
Quadro K2200,3575,163,10.46,341.99
Quadro K2200M,2620,223,NA,
Quadro K3000M,1768,307,11.41,155.0
Quadro K3100M,2045,272,1.02,1999.0
Quadro K4000,2879,209,11.01,261.5
Quadro K4000M,2234,248,NA,
Quadro K4100M,2558,227,6.73,379.99
Quadro K420,830,591,7.69,107.99
Quadro K4200,4463,128,13.13,339.99
Quadro K5000,4016,149,7.10,565.75
Quadro K5000M,2588,226,6.62,391.0
Quadro K5100M,3115,192,10.05,309.99
Quadro K510M,651,748,NA,
Quadro K5200,6098,82,15.56,392.0
Quadro K600,824,593,14.90,55.31
Quadro K6000,7593,68,7.92,959.0
Quadro K610M,763,639,10.17,75.0
Quadro K620,2326,237,14.10,165.0
Quadro K620M,887,558,NA,
Quadro M1000M,2335,236,11.11,210.31
Quadro M1200,3008,203,NA,
Quadro M2000,4295,139,10.46,410.5
Quadro M2000M,2841,213,NA,
Quadro M2200,3511,172,NA,
Quadro M3000M,4489,126,NA,
Quadro M4000,6656,77,16.07,414.14
Quadro M4000M,4603,124,NA,
Quadro M5000,8480,54,5.66,1497.99
Quadro M5000M,5539,98,NA,
Quadro M500M,1057,465,NA,
Quadro M520,1570,338,NA,
Quadro M5500,9322,41,NA,
Quadro M6000,9362,40,3.75,2499.0
Quadro M6000 24GB,9903,37,NA,
Quadro M600M,1887,292,18.33,102.99
Quadro M620,2800,215,NA,
Quadro NVS 110M,47,1396,NA,
Quadro NVS 120M,46,1399,NA,
Quadro NVS 130M,59,1361,NA,
Quadro NVS 135M,57,1373,NA,
Quadro NVS 140M,90,1286,NA,
Quadro NVS 150M,93,1270,NA,
Quadro NVS 160M,92,1275,NA,
Quadro NVS 210S,23,1489,NA,
Quadro NVS 210S / GeForce 6150LE,20,1501,NA,
Quadro NVS 280 SD,2,1653,NA,
Quadro NVS 285,35,1441,0.32,111.25
Quadro NVS 285 128MB,38,1431,0.70,55.0
Quadro NVS 290,91,1284,3.67,24.88
Quadro NVS 295,96,1263,1.95,49.75
Quadro NVS 320M,206,1106,NA,
Quadro NVS 420,99,1251,1.23,80.99
Quadro NVS 440,38,1430,0.27,141.45
Quadro NVS 450,91,1281,0.54,168.0
Quadro NVS 55/280 PCI,6,1557,NA,
Quadro P1000,4424,130,13.83,319.99
Quadro P2000,7418,71,16.49,449.99
Quadro P2000 with Max-Q Design,4955,113,NA,
Quadro P3000,5666,93,NA,
Quadro P3200,8145,58,NA,
Quadro P3200 with Max-Q Design,8313,57,NA,
Quadro P400,1702,314,15.00,113.49
Quadro P4000,10451,31,13.94,749.99
Quadro P4000 with Max-Q Design,9082,46,NA,
Quadro P4200,10482,30,NA,
Quadro P4200 with Max-Q Design,10397,33,NA,
Quadro P500,1593,333,NA,
Quadro P5000,10288,35,5.90,1745.0
Quadro P5200,9164,45,NA,
Quadro P5200 with Max-Q Design,10489,29,NA,
Quadro P600,3094,195,18.21,169.99
Quadro P6000,13338,14,3.15,4236.0
Quadro P620,3497,173,19.99,174.99
Quadro RTX 5000,13712,11,NA,
Quadro RTX 6000,21366,1,3.39,6300.0
Quadro2 Pro,1,1662,NA,
Quadro4 380 XGL,6,1550,NA,
Quadro4 980 XGL,5,1579,0.01,341.43
Radeon 2100,61,1360,0.53,114.99
Radeon 3000,98,1255,1.62,60.99
Radeon 3100,73,1322,0.49,149.99
Radeon 520,844,578,NA,
Radeon 530,1233,409,NA,
Radeon 535,1370,369,NA,
Radeon 540,1618,327,NA,
Radeon 6600M,739,663,NA,
RADEON 7000 / RADEON VE Family,3,1612,NA,
RADEON 7500,3,1631,0.10,32.12
RADEON 7500 Family,4,1585,NA,
RADEON 9000 Family,3,1621,NA,
RADEON 9100 Family,6,1556,NA,
RADEON 9100 IGP,5,1572,NA,
RADEON 9200,3,1618,0.09,39.95
RADEON 9200 LE Family,2,1647,NA,
RADEON 9200 PRO Family,2,1639,NA,
RADEON 9200 SE,2,1650,NA,
RADEON 9250,2,1648,0.06,42.99
RADEON 9500,36,1437,0.90,40.5
RADEON 9500 PRO / 9700,41,1416,NA,
RADEON 9550,34,1445,1.08,31.88
Radeon 9550 / X1050,29,1468,NA,
RADEON 9600 Family,25,1483,NA,
RADEON 9600 PRO Family,26,1478,NA,
RADEON 9600 TX Family,18,1505,NA,
RADEON 9600 XT,35,1442,NA,
RADEON 9600SE,27,1471,NA,
RADEON 9700 PRO,53,1378,NA,
RADEON 9800 PRO,59,1362,NA,
RADEON 9800 SE,23,1490,NA,
RADEON 9800 XT,53,1379,NA,
Radeon E,307,1019,7.16,42.99
RADEON E4690,405,961,NA,
Radeon E6760,973,516,4.06,239.99
Radeon E8860,1577,336,NA,
Radeon HD 2350,76,1316,NA,
Radeon HD 2400,120,1200,NA,
Radeon HD 2400 PCI,14,1516,NA,
Radeon HD 2400 Pro,114,1213,NA,
Radeon HD 2400 XT,119,1203,NA,
Radeon HD 2600 PRO,211,1097,NA,
Radeon HD 2600 Pro AGP,110,1228,NA,
Radeon HD 2600 XT,283,1037,NA,
Radeon HD 2900 GT,292,1031,NA,
Radeon HD 2900 PRO,627,773,NA,
Radeon HD 2900 XT,657,744,NA,
Radeon HD 3200,82,1300,NA,
Radeon HD 3300,126,1193,NA,
Radeon HD 3450,118,1206,1.62,72.99
Radeon HD 3470,145,1166,NA,
Radeon HD 3650 AGP,150,1160,NA,
Radeon HD 3670,241,1069,NA,
Radeon HD 3850,530,877,NA,
Radeon HD 3850 AGP,469,922,NA,
Radeon HD 3850 X2,792,613,NA,
Radeon HD 3870,717,682,12.37,58.0
Radeon HD 3870 X2,874,566,NA,
Radeon HD 4200,112,1225,NA,
Radeon HD 4250,122,1199,NA,
Radeon HD 4270,111,1226,NA,
Radeon HD 4290,141,1168,NA,
Radeon HD 4300/4500 Serisi,155,1158,NA,
Radeon HD 4330,159,1156,NA,
Radeon HD 4350,168,1150,2.75,61.1
Radeon HD 4550,236,1072,1.86,126.99
Radeon HD 4650,335,1001,2.68,124.99
Radeon HD 4650 AGP,207,1103,NA,
Radeon HD 4670,545,865,4.96,109.99
Radeon HD 4770,1037,475,NA,
Radeon HD 4810,785,616,NA,
Radeon HD 4830,949,528,15.83,59.99
Radeon HD 4850,1023,484,11.38,89.99
Radeon HD 4850 X2,1137,435,NA,
Radeon HD 4870,1381,365,23.02,59.99
Radeon HD 4870 X2,1310,384,NA,
Radeon HD 4890,1540,343,14.01,109.99
Radeon HD 5450,231,1078,1.65,139.99
Radeon HD 5470,268,1048,NA,
Radeon HD 5550,548,856,9.97,54.99
Radeon HD 5570,714,688,3.76,189.99
Radeon HD 5600/5700,960,525,NA,
Radeon HD 5670,1083,454,22.66,47.84
Radeon HD 5750,1446,353,20.85,69.41
Radeon HD 5770,1709,312,14.73,115.99
Radeon HD 5830,2052,270,12.83,159.99
Radeon HD 5850,2279,241,28.50,79.99
Radeon HD 5870,2620,222,26.21,99.99
Radeon HD 5970,2595,225,7.86,329.99
Radeon HD 6230,211,1095,NA,
Radeon HD 6250,119,1202,NA,
Radeon HD 6290,138,1176,NA,
Radeon HD 6290M,140,1172,NA,
Radeon HD 6300M,255,1063,NA,
Radeon HD 6310,170,1147,NA,
Radeon HD 6320,202,1110,0.36,554.99
Radeon HD 6320 Graphic,216,1087,NA,
Radeon HD 6320M,198,1114,NA,
RADEON HD 6350,211,1096,4.15,50.99
Radeon HD 6370D,307,1020,NA,
Radeon HD 6370M,275,1042,NA,
Radeon HD 6380G,299,1025,0.75,399.99
Radeon HD 6410D,388,969,NA,
Radeon HD 6430M,192,1121,NA,
Radeon HD 6450,277,1041,5.24,52.99
Radeon HD 6450A,260,1056,NA,
Radeon HD 6470M,312,1015,0.55,569.99
Radeon HD 6480G,406,959,NA,
Radeon HD 6490M,380,972,0.32,1193.03
Radeon HD 6520G,486,906,NA,
Radeon HD 6530D,513,889,NA,
Radeon HD 6550A,707,693,NA,
Radeon HD 6550D,644,758,NA,
Radeon HD 6570,760,640,15.21,49.99
Radeon HD 6610M,565,835,NA,
Radeon HD 6620G,556,843,NA,
Radeon HD 6630M,684,716,NA,
Radeon HD 6650M,718,680,NA,
Radeon HD 6670,1059,463,10.29,102.99
Radeon HD 6670 + 6670 Dual,646,753,NA,
Radeon HD 6700M,1015,489,NA,
Radeon HD 6750,1318,380,26.38,49.99
Radeon HD 6750M,939,534,NA,
Radeon HD 6770,1681,317,21.85,76.99
Radeon HD 6770M,964,520,NA,
Radeon HD 6790,2046,271,31.49,64.99
Radeon HD 6800M,987,506,NA,
Radeon HD 6850,2287,240,22.88,99.99
Radeon HD 6870,2611,224,29.02,89.99
Radeon HD 6900M,1954,282,NA,
Radeon HD 6950,3214,184,35.72,89.99
Radeon HD 6970,3519,170,37.05,94.99
Radeon HD 6970M,2225,250,NA,
Radeon HD 6990,2858,211,17.87,159.99
Radeon HD 7290,139,1174,NA,
Radeon HD 7290M,123,1198,NA,
Radeon HD 7310,171,1144,NA,
Radeon HD 7310G,180,1136,NA,
Radeon HD 7310M,166,1152,NA,
Radeon HD 7340,207,1102,0.38,552.69
Radeon HD 7340G,196,1116,NA,
Radeon HD 7340M,221,1083,NA,
Radeon HD 7350,279,1038,NA,
Radeon HD 7400G,323,1005,NA,
Radeon HD 7420G,433,944,NA,
Radeon HD 7450,310,1018,3.65,84.99
Radeon HD 7450A,288,1033,NA,
Radeon HD 7450M,329,1003,NA,
Radeon HD 7470,362,981,NA,
Radeon HD 7470M,407,955,NA,
Radeon HD 7480D,428,947,NA,
Radeon HD 7500G,412,953,NA,
Radeon HD 7500G + 7500M/7600M Dual,616,784,NA,
Radeon HD 7500G + 7550M Dual,497,903,NA,
Radeon HD 7500G + HD 7500M/7600M Dual,355,985,NA,
Radeon HD 7520G,449,933,NA,
Radeon HD 7520G + 7400M Dual,486,905,NA,
Radeon HD 7520G + 7600M Dual,591,810,NA,
Radeon HD 7520G + 7610M Dual,588,816,NA,
Radeon HD 7520G + 7650M Dual,453,931,NA,
Radeon HD 7520G + 7670M Dual,522,882,NA,
Radeon HD 7520G + 7700M Dual,1060,462,NA,
Radeon HD 7520G + 8600/8700M Dual,311,1016,NA,
Radeon HD 7520G + HD 7400M Dual,544,868,NA,
Radeon HD 7520G + HD 7600M Dual,599,805,NA,
Radeon HD 7520G + HD 7670M Dual,548,857,NA,
Radeon HD 7520G + HD 8600/8700M Dual,623,777,NA,
Radeon HD 7520G + HD 8750M Dual,651,749,NA,
Radeon HD 7540D,510,892,NA,
Radeon HD 7540D + 6570 Dual,719,677,NA,
Radeon HD 7550M,473,919,NA,
Radeon HD 7550M/7650M,732,668,NA,
Radeon HD 7560D,662,735,NA,
Radeon HD 7560D + 6570 Dual,833,587,NA,
Radeon HD 7560D + 6670 Dual,1130,437,NA,
Radeon HD 7560D + 7560D Dual,982,510,NA,
Radeon HD 7560D + 7670 Dual,1426,358,NA,
Radeon HD 7560D + HD 7000 Dual,534,873,NA,
Radeon HD 7560D + HD 7700 Dual,1346,374,NA,
Radeon HD 7560D + R5 235 Dual,563,838,NA,
Radeon HD 7570,982,511,NA,
Radeon HD 7570M,611,790,NA,
Radeon HD 7570M/HD 7670M,699,701,NA,
Radeon HD 7580D,350,990,NA,
Radeon HD 7600G,478,912,NA,
Radeon HD 7600G + 7450M Dual,389,968,NA,
Radeon HD 7600G + 7500M/7600M Dual,405,960,NA,
Radeon HD 7600G + 7550M Dual,423,948,NA,
Radeon HD 7600G + 8500M/8700M Dual,469,923,NA,
Radeon HD 7600G + HD 7500M/7600M Dual,555,847,NA,
Radeon HD 7600G + HD 7550M Dual,509,893,NA,
Radeon HD 7600G + HD 8670M Dual,543,869,NA,
