name,passmark,rank,value,price
Radeon HD 7600G + HD Dual,442,937,NA,
Radeon HD 7600M + 7600M Dual,773,628,NA,
Radeon HD 7610M,632,770,NA,
Radeon HD 7620G,484,907,NA,
Radeon HD 7620G + 8600M Dual,503,898,NA,
Radeon HD 7620G + 8670M Dual,577,825,NA,
Radeon HD 7620G + HD 8600M Dual,442,936,NA,
Radeon HD 7620G + HD 8670M Dual,507,894,NA,
Radeon HD 7640G,614,788,NA,
Radeon HD 7640G + 6400M Dual,526,881,NA,
Radeon HD 7640G + 7400M Dual,637,762,NA,
Radeon HD 7640G + 7470M Dual,598,806,NA,
Radeon HD 7640G + 7500/7600 Dual,627,774,NA,
Radeon HD 7640G + 7600M Dual,705,695,NA,
Radeon HD 7640G + 7610M Dual,510,891,NA,
Radeon HD 7640G + 7670M Dual,644,757,NA,
Radeon HD 7640G + 7700M Dual,690,708,NA,
Radeon HD 7640G + 8500M Dual,585,820,NA,
Radeon HD 7640G + 8570M Dual,558,842,NA,
Radeon HD 7640G + 8600/8700M Dual,688,710,NA,
Radeon HD 7640G + 8670M Dual,558,841,NA,
Radeon HD 7640G + 8750M Dual,654,746,NA,
Radeon HD 7640G + HD 7400M Dual,615,787,NA,
Radeon HD 7640G + HD 7600M Dual,702,697,NA,
Radeon HD 7640G + HD 7670M Dual,659,742,NA,
Radeon HD 7640G + HD 7700M Dual,589,812,NA,
Radeon HD 7640G + HD 8500M Dual,607,794,NA,
Radeon HD 7640G + HD 8500M N HD 8500M Dual,665,731,NA,
Radeon HD 7640G + HD 8570M Dual,696,703,NA,
Radeon HD 7640G + HD 8600/8700M Dual,586,819,NA,
Radeon HD 7640G + HD 8750M Dual,992,500,NA,
Radeon HD 7640G + R5 M200 Dual,546,862,NA,
Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,824,594,NA,
Radeon HD 7640G N HD 7640G + HD 7670M Dual,679,721,NA,
Radeon HD 7650A,793,612,3.03,262.0
Radeon HD 7650M,723,673,NA,
Radeon HD 7660D,781,620,NA,
Radeon HD 7660D + 6570 Dual,1100,451,NA,
Radeon HD 7660D + 6670 Dual,1238,406,NA,
Radeon HD 7660D + 7470 Dual,465,925,NA,
Radeon HD 7660D + 7670 Dual,1061,461,NA,
Radeon HD 7660D + HD 6670 Dual,1484,349,NA,
Radeon HD 7660D + HD 7000 Dual,633,769,NA,
Radeon HD 7660D + HD 7700 Dual,1958,281,NA,
Radeon HD 7660D + R7 240 Dual,941,533,NA,
Radeon HD 7660G,799,608,NA,
Radeon HD 7660G + 7400M Dual,588,817,NA,
Radeon HD 7660G + 7470M Dual,630,772,NA,
Radeon HD 7660G + 7600M Dual,831,590,NA,
Radeon HD 7660G + 7610M Dual,745,655,NA,
Radeon HD 7660G + 7670M Dual,743,660,NA,
Radeon HD 7660G + 7700M Dual,757,644,NA,
Radeon HD 7660G + 7730M Dual,931,536,NA,
Radeon HD 7660G + 8600M Dual,445,934,NA,
Radeon HD 7660G + 8670M Dual,587,818,NA,
Radeon HD 7660G + HD 7500M/7600M Dual,999,496,NA,
Radeon HD 7660G + HD 7600M Dual,772,631,NA,
Radeon HD 7660G + HD 7670M Dual,706,694,NA,
Radeon HD 7660G + HD 7700M Dual,751,649,NA,
Radeon HD 7660G + HD 7730M Dual,881,562,NA,
Radeon HD 7660G + HD 8670M Dual,711,691,NA,
Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,722,674,NA,
Radeon HD 7660G N HD 7660G + HD 7670M Dual,704,696,NA,
Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,966,518,NA,
Radeon HD 7670,1114,446,NA,
Radeon HD 7670A,1050,469,NA,
Radeon HD 7670M,813,601,1.29,629.99
Radeon HD 7670M + 7670M Dual,738,665,NA,
Radeon HD 7690M,998,498,NA,
Radeon HD 7690M XT,1009,492,NA,
Radeon HD 7730,1428,357,28.58,49.99
Radeon HD 7730M,989,502,NA,
Radeon HD 7750,1705,313,11.37,149.99
Radeon HD 7750M,1191,417,NA,
Radeon HD 7770,2219,251,51.63,42.99
Radeon HD 7790,3078,197,22.80,134.99
Radeon HD 7850,3842,157,8.55,449.59
Radeon HD 7850M,1372,367,NA,
Radeon HD 7870,4375,134,36.47,119.99
Radeon HD 7870 XT,4467,127,NA,
Radeon HD 7870M,1507,346,NA,
Radeon HD 7950 / R9 280,4764,115,12.09,393.98
Radeon HD 7970 / R9 280X,5247,104,15.21,345.0
Radeon HD 7970M,3808,158,NA,
Radeon HD 7990,5544,97,4.92,1126.99
Radeon HD 8180,195,1118,NA,
Radeon HD 8210,251,1065,NA,
Radeon HD 8240,278,1039,NA,
Radeon HD 8250,257,1060,NA,
Radeon HD 8280,319,1010,NA,
Radeon HD 8280E,321,1007,NA,
Radeon HD 8280G,269,1047,NA,
Radeon HD 8330,335,1000,NA,
Radeon HD 8330E,323,1006,NA,
Radeon HD 8350,265,1051,1.89,139.99
Radeon HD 8350G,432,945,NA,
Radeon HD 8370D,433,943,NA,
Radeon HD 8400,357,983,NA,
Radeon HD 8400E,339,997,NA,
Radeon HD 8410G,435,942,NA,
Radeon HD 8450G,413,952,NA,
Radeon HD 8450G + 8600M Dual,545,866,NA,
Radeon HD 8450G + 8670M Dual,474,917,NA,
Radeon HD 8450G + 8750M Dual,637,763,NA,
Radeon HD 8450G + HD 8600M Dual,452,932,NA,
Radeon HD 8450G + HD 8670M Dual,574,827,NA,
Radeon HD 8450G + HD 8750M Dual,483,908,NA,
Radeon HD 8470,343,995,NA,
Radeon HD 8470D,520,883,NA,
Radeon HD 8470D + 6450 Dual,717,683,NA,
Radeon HD 8470D + HD 7500 Dual,1545,342,NA,
Radeon HD 8490,380,971,NA,
Radeon HD 8500M,564,836,NA,
Radeon HD 8500M/8700M,851,574,NA,
Radeon HD 8510G,506,895,NA,
Radeon HD 8510G + 8500M Dual,596,808,NA,
Radeon HD 8550D,685,715,NA,
Radeon HD 8550G,718,679,NA,
Radeon HD 8550G + 8500M Dual,602,798,NA,
Radeon HD 8550G + 8570M Dual,532,875,NA,
Radeon HD 8550G + 8600/8700M Dual,802,606,NA,
Radeon HD 8550G + 8600M Dual,617,782,NA,
Radeon HD 8550G + 8670M Dual,579,823,NA,
Radeon HD 8550G + 8690M Dual,664,733,NA,
Radeon HD 8550G + 8750M Dual,795,609,NA,
Radeon HD 8550G + HD 7600M Dual,854,572,NA,
Radeon HD 8550G + HD 8570M Dual,529,878,NA,
Radeon HD 8550G + HD 8600/8700M Dual,813,602,NA,
Radeon HD 8550G + HD 8600M Dual,593,809,NA,
Radeon HD 8550G + HD 8670M Dual,546,863,NA,
Radeon HD 8550G + HD 8750M Dual,819,598,NA,
Radeon HD 8550G + R5 M200 Dual,619,781,NA,
Radeon HD 8550G + R5 M230 Dual,667,729,NA,
Radeon HD 8570,985,508,NA,
Radeon HD 8570 + 8670D Dual,620,779,NA,
Radeon HD 8570D,680,719,NA,
Radeon HD 8570D + 6570 Dual,1239,404,NA,
Radeon HD 8570D + HD 6570 Dual,868,569,NA,
Radeon HD 8570D + HD 6670 Dual,1260,398,NA,
Radeon HD 8570D + HD 7000 Dual,753,648,NA,
Radeon HD 8570D + HD 7700 Dual,1834,296,NA,
Radeon HD 8570D + HD 8570 Dual,1032,477,NA,
Radeon HD 8570D + R7 200 Dual,999,495,NA,
Radeon HD 8570D + R7 240 Dual,963,521,NA,
Radeon HD 8570M,534,874,NA,
Radeon HD 8600/8700M,1035,476,NA,
Radeon HD 8610G,551,852,NA,
Radeon HD 8610G + 8500M Dual,610,792,NA,
Radeon HD 8610G + 8600M Dual,588,815,NA,
Radeon HD 8610G + 8670M Dual,599,804,NA,
Radeon HD 8610G + HD 8500M Dual,645,756,NA,
Radeon HD 8610G + HD 8600M Dual,579,822,NA,
Radeon HD 8610G + HD 8670M Dual,577,824,NA,
Radeon HD 8610G + R5 M200 Dual,676,724,NA,
Radeon HD 8650D,548,858,NA,
Radeon HD 8650G,926,540,NA,
Radeon HD 8650G + 7600M Dual,741,662,NA,
Radeon HD 8650G + 7670M Dual,883,561,NA,
Radeon HD 8650G + 8500M Dual,626,775,NA,
Radeon HD 8650G + 8570M Dual,654,747,NA,
Radeon HD 8650G + 8600/8700M Dual,831,589,NA,
Radeon HD 8650G + 8600M Dual,613,789,NA,
Radeon HD 8650G + 8670M Dual,638,761,NA,
Radeon HD 8650G + 8750M Dual,787,614,NA,
Radeon HD 8650G + HD 7600M Dual,819,597,NA,
Radeon HD 8650G + HD 7670M Dual,634,767,NA,
Radeon HD 8650G + HD 8570M Dual,716,686,NA,
Radeon HD 8650G + HD 8600/8700M Dual,765,637,NA,
Radeon HD 8650G + HD 8600M Dual,601,800,NA,
Radeon HD 8650G + HD 8670M Dual,589,814,NA,
Radeon HD 8650G + HD 8750M Dual,778,622,NA,
Radeon HD 8650G + R5 M200 Dual,722,675,NA,
Radeon HD 8650G + R5 M230 Dual,686,714,NA,
Radeon HD 8650G N HD 8650G + HD 8570M Dual,773,629,NA,
Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,679,720,NA,
Radeon HD 8670D,782,619,NA,
Radeon HD 8670D + 6670 Dual,1361,372,NA,
Radeon HD 8670D + 7700 Dual,1788,305,NA,
Radeon HD 8670D + HD 6670 Dual,1221,411,NA,
Radeon HD 8670D + HD 7000 Dual,718,681,NA,
Radeon HD 8670D + R5 235 Dual,836,584,NA,
Radeon HD 8670D + R7 200 Dual,949,527,NA,
Radeon HD 8670D + R7 240 Dual,1020,487,NA,
Radeon HD 8670M,520,884,NA,
Radeon HD 8690A,919,544,NA,
Radeon HD 8690M,984,509,NA,
Radeon HD 8730M,1022,486,NA,
Radeon HD 8750M,1054,468,NA,
Radeon HD 8790M,1314,382,NA,
Radeon HD 8790M / R9 M290X,1236,407,NA,
Radeon HD 8850M,973,517,NA,
Radeon HD 8850M / R9 M265X,1139,434,NA,
Radeon HD 8870M,1638,322,NA,
Radeon HD 8870M / R9 M270X / M370X,1799,304,NA,
Radeon HD 8950,3049,198,NA,
Radeon HD 8970M,3876,156,NA,
Radeon HD 8990,4999,112,NA,
RADEON HD6370D,320,1009,NA,
RADEON HD6410D,422,949,NA,
RADEON HD6530D,531,876,NA,
Radeon HD7570,1028,481,NA,
Radeon HD8490,366,976,NA,
Radeon HD8530M,498,901,NA,
Radeon HD8970M,3368,178,NA,
Radeon IGP 320M,3,1620,NA,
Radeon IGP 340M,2,1652,NA,
RADEON IGP 345M,2,1645,NA,
RADEON IGP 350M,6,1558,NA,
Radeon Pro 450,2722,217,NA,
Radeon Pro 455,3112,193,NA,
Radeon Pro 460,3452,174,NA,
Radeon Pro 555,3140,190,NA,
Radeon Pro 560,3534,167,NA,
Radeon Pro 580,7753,66,NA,
Radeon Pro Duo,9446,39,21.04,449.0
Radeon Pro SSG,11013,26,NA,
Radeon Pro Vega 20,6147,80,NA,
Radeon Pro Vega 56,11877,20,NA,
Radeon Pro Vega 64,10426,32,NA,
Radeon Pro WX 2100,2230,249,NA,
Radeon Pro WX 3100,3413,177,NA,
Radeon Pro WX 4100,3960,152,17.22,229.99
Radeon Pro WX 4130,2865,210,NA,
Radeon Pro WX 4150,3208,185,NA,
Radeon Pro WX 5100,5576,95,16.90,329.99
Radeon Pro WX 7100,7918,63,15.84,499.99
Radeon PRO WX 8200,10807,27,10.82,999.0
Radeon Pro WX 9100,10382,34,NA,
Radeon Pro WX4100,3953,153,NA,
Radeon R2,302,1023,NA,
Radeon R2E,257,1061,NA,
Radeon R3,372,973,NA,
Radeon R3E,256,1062,NA,
Radeon R4,396,966,NA,
Radeon R5 220,233,1076,NA,
Radeon R5 230,235,1074,5.53,42.51
Radeon R5 235,372,974,1.44,257.99
Radeon R5 235 + HD 7560D Dual,743,659,NA,
Radeon R5 235X,367,975,NA,
Radeon R5 240,659,743,12.69,51.99
Radeon R5 310,337,999,0.75,449.0
Radeon R5 330,636,764,1.72,369.99
Radeon R5 340,1041,472,NA,
Radeon R5 420,757,643,NA,
Radeon R5 430,1031,478,NA,
"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",810,603,NA,
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",771,632,NA,
"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",1463,351,NA,
"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",992,501,NA,
Radeon R5 M230,571,828,NA,
Radeon R5 M240,556,844,NA,
Radeon R5 M255,754,647,NA,
Radeon R5 M315,609,793,NA,
Radeon R5 M320,598,807,NA,
Radeon R5 M330,601,802,NA,
Radeon R5 M335,554,849,NA,
Radeon R5 M420,545,867,NA,
Radeon R5 M430,655,745,NA,
Radeon R5 Opteron X3216,438,939,NA,
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",819,599,NA,
"Radeon R5 PRO A6-8530B R5, 6 COMPUTE CORES 2C+4G",689,709,NA,
"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G",1014,491,NA,
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",839,583,NA,
"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",1167,424,NA,
"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",693,705,NA,
"Radeon R5 PRO A6-9500E R5, 6 COMPUTE CORES 2C+4G",955,526,NA,
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",849,576,NA,
Radeon R5E,338,998,NA,
Radeon R6,642,759,NA,
Radeon R6 + R7 M265DX Dual,570,829,NA,
Radeon R6 A10-8700P,688,712,NA,
Radeon R6 A8-8600P,501,900,NA,
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",569,831,NA,
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",604,797,NA,
Radeon R7 + HD 7700 Dual,1962,280,NA,
Radeon R7 + R5 330 Dual,1028,482,NA,
Radeon R7 + R5 435 Dual A10-9700 RADEON,885,560,NA,
Radeon R7 + R7 200 Dual,1289,389,NA,
Radeon R7 + R7 240 Dual,1045,471,NA,
Radeon R7 + R7 350 Dual,1982,279,NA,
Radeon R7 240,980,512,17.82,54.99
Radeon R7 240 + HD 8570D Dual,917,545,NA,
Radeon R7 240 + HD 8670D Dual,930,537,NA,
Radeon R7 250,1406,363,17.95,78.34
Radeon R7 250X,2268,243,8.70,260.7
Radeon R7 260,2891,208,32.13,89.99
Radeon R7 260X,3168,188,14.40,220.0
Radeon R7 340,1041,473,NA,
Radeon R7 360,3308,182,22.56,146.65
Radeon R7 370,4643,122,NA,
Radeon R7 430,1411,361,8.74,161.51
Radeon R7 450,2190,255,2.19,999.11
Radeon R7 A10 Extreme Edition,776,625,NA,
Radeon R7 A10 PRO-7800B,692,706,NA,
Radeon R7 A10 PRO-7850B,962,522,NA,
Radeon R7 A10-7700K,897,554,NA,
Radeon R7 A10-7800,887,559,NA,
Radeon R7 A10-7850K,1017,488,NA,
Radeon R7 A10-7860K,988,504,NA,
Radeon R7 A10-7870K,1126,438,NA,
Radeon R7 A10-7890K,1158,430,NA,
Radeon R7 A10-8750,988,505,NA,
Radeon R7 A10-8850,1107,449,NA,
Radeon R7 A10-9700 RADEON,1238,405,NA,
Radeon R7 A10-9700E RADEON,1105,450,NA,
Radeon R7 A12-9700P RADEON,744,657,NA,
Radeon R7 A12-9720P RADEON,932,535,NA,
Radeon R7 A12-9730P RADEON,910,550,NA,
Radeon R7 A12-9800 RADEON,1249,400,NA,
Radeon R7 A12-9800E RADEON,1185,419,NA,
Radeon R7 A265,987,507,NA,
Radeon R7 A370,1281,392,NA,
Radeon R7 A8 PRO-7600B,723,672,NA,
Radeon R7 A8-7500,1027,483,NA,
"Radeon R7 A8-7500 Radeon R7, 10 Compute Cores 4C+6",853,573,NA,
Radeon R7 A8-7600,927,538,NA,
Radeon R7 A8-7650K,866,570,NA,
Radeon R7 A8-7670K,850,575,NA,
Radeon R7 A8-8650,910,549,NA,
Radeon R7 A8-9600 RADEON,1087,452,NA,
Radeon R7 FX-8800P,846,577,NA,
Radeon R7 FX-9800P RADEON,843,579,1.59,530.0
Radeon R7 FX-9830P RADEON,1804,303,NA,
Radeon R7 M260,688,711,0.86,799.0
Radeon R7 M260X,1115,443,NA,
Radeon R7 M265,822,595,NA,
Radeon R7 M270,745,656,NA,
Radeon R7 M340,758,642,NA,
Radeon R7 M350,1235,408,NA,
Radeon R7 M360,711,690,NA,
Radeon R7 M365X,904,551,NA,
Radeon R7 M370,1410,362,NA,
Radeon R7 M440,964,519,NA,
Radeon R7 M445,1067,459,NA,
Radeon R7 M460,1119,442,NA,
Radeon R7 M465,1306,385,NA,
Radeon R7 M465X,2057,269,NA,
Radeon R7 Opteron X3421,961,524,NA,
Radeon R7 PRO A10-8750B,921,541,NA,
Radeon R7 PRO A10-8770,1319,379,NA,
Radeon R7 PRO A10-8770E,1147,432,NA,
Radeon R7 PRO A10-8850B,945,531,NA,
Radeon R7 PRO A10-9700,1367,370,NA,
Radeon R7 PRO A10-9700B,1082,455,NA,
Radeon R7 PRO A10-9700E,1142,433,NA,
Radeon R7 PRO A12-8800B,786,615,NA,
Radeon R7 PRO A12-8830B,945,530,NA,
Radeon R7 PRO A12-8870,1375,366,NA,
Radeon R7 PRO A12-8870E,1160,429,NA,
Radeon R7 PRO A12-9800,1346,373,NA,
Radeon R7 PRO A12-9800B,818,600,NA,
Radeon R7 PRO A12-9800E,1014,490,NA,
Radeon R7 PRO A8-8650B,843,580,NA,
Radeon R7 PRO A8-9600,1049,470,NA,
Radeon R9 255,1805,302,5.20,347.07
Radeon R9 260,3018,201,NA,
Radeon R9 270 / R7 370,4261,142,27.41,155.46
Radeon R9 270X,4689,118,15.68,299.0
Radeon R9 280,5378,102,NA,
Radeon R9 280X,5837,88,NA,
Radeon R9 285 / 380,5554,96,17.92,310.0
Radeon R9 290 / 390,7137,74,13.99,510.0
Radeon R9 290X / 390X,7427,70,13.03,570.0
Radeon R9 295X2,7754,65,7.05,1099.99
Radeon R9 350,2241,246,37.38,59.95
Radeon R9 360,3038,199,5.86,519.0
Radeon R9 370,4722,117,NA,
Radeon R9 380,6134,81,23.15,264.99
Radeon R9 380X,6200,78,13.93,445.0
Radeon R9 390,8085,60,NA,
Radeon R9 390X,8542,53,NA,
Radeon R9 Fury,9173,44,22.93,399.99
Radeon R9 Fury + Fury X,8449,55,21.13,399.99
Radeon R9 M265X,1271,396,NA,
Radeon R9 M270X,1417,360,NA,
Radeon R9 M275,1114,445,1.59,699.99
Radeon R9 M275X / M375,1500,348,NA,
Radeon R9 M290X,4004,151,NA,
Radeon R9 M295X,5150,106,NA,
Radeon R9 M360,2031,275,NA,
Radeon R9 M370X,1927,288,NA,
Radeon R9 M375,1239,403,NA,
Radeon R9 M375X,2067,266,NA,
Radeon R9 M380,3101,194,NA,
Radeon R9 M390X,4356,136,NA,
Radeon R9 M395,5022,111,NA,
Radeon R9 M395X,5757,90,NA,
Radeon R9 M470,2435,230,NA,
Radeon R9 M470X,3563,164,NA,
Radeon RX 460,4330,137,22.38,193.5
Radeon RX 470,7563,69,63.04,119.99
Radeon RX 480,8116,59,45.09,179.99
Radeon RX 540,2407,232,NA,
Radeon RX 550,3442,175,43.03,79.99
Radeon RX 560,4393,132,42.25,103.99
Radeon RX 570,6726,76,67.27,99.99
Radeon RX 580,8439,56,46.89,179.99
Radeon RX 590,9241,43,35.55,259.99
Radeon RX Vega 11,2266,244,NA,
Radeon RX Vega 56,11694,22,35.44,329.99
Radeon RX Vega 64,11859,21,29.65,399.99
Radeon RX Vega 8,1759,308,NA,
Radeon RX Vega M GH,6978,75,NA,
Radeon RX Vega M GL,5093,108,NA,
Radeon TM R9 A360,2148,260,NA,
Radeon Vega 10 Mobile,1635,324,NA,
Radeon Vega 3,1115,444,1.72,649.97
Radeon Vega 3 Mobile,1079,457,NA,
Radeon Vega 6,1645,321,NA,
Radeon Vega 8,1770,306,NA,
Radeon Vega 8 Mobile,1636,323,NA,
Radeon Vega Frontier Edition,11103,25,18.51,599.99
Radeon X1050,49,1392,NA,
Radeon X1200,32,1456,NA,
Radeon X1250,37,1435,NA,
Radeon X1270,31,1461,NA,
Radeon X1300,58,1369,0.57,101.99
Radeon X1300 PRO,84,1291,NA,
Radeon X1550,65,1349,0.58,113.0
Radeon X1550 64-bit,46,1400,NA,
Radeon X1600,49,1390,NA,
Radeon X1600 Pro,99,1254,NA,
Radeon X1600 Pro / X1300XT,69,1334,NA,
Radeon X1600 XT,115,1211,NA,
Radeon X1650 GTO,74,1320,NA,
Radeon X1650 Pro,84,1297,0.52,160.89
Radeon X1650 SE,71,1329,NA,
Radeon X1700 Targa Edition,116,1208,NA,
Radeon X1800 GTO,140,1171,NA,
Radeon X1900 CrossFire Edition,137,1178,NA,
Radeon X1900 GT,145,1165,NA,
Radeon X1950 CrossFire Edition,151,1159,NA,
Radeon X1950 GT,109,1231,NA,
Radeon X1950 Pro,113,1218,NA,
RADEON X300SE,38,1432,NA,
RADEON X550,50,1385,NA,
RADEON X550XT,56,1376,NA,
Radeon X550XTX,70,1330,NA,
RADEON X600 256MB HyperMemory,58,1370,NA,
RADEON X600XT,91,1278,NA,
RADEON X700,73,1323,NA,
RADEON X700 PRO,75,1317,NA,
RADEON X700 SE,71,1328,NA,
RADEON X800 GT,84,1296,NA,
RADEON X800 GTO,76,1315,NA,
RADEON X800 PRO,64,1350,NA,
RADEON X800 PRO/GTO,73,1324,NA,
RADEON X800 XL,69,1333,NA,
RADEON X800 XT,97,1262,NA,
RADEON X800GT,79,1314,NA,
RADEON X850 PRO,72,1325,NA,
RADEON X850 XT,81,1310,NA,
RADEON X850 XT Platinum Edition,81,1304,NA,
Radeon Xpress 1100,33,1449,NA,
Radeon Xpress 1150,29,1465,NA,
Radeon Xpress 1200,35,1440,NA,
Radeon Xpress 1250,42,1414,NA,
Radeon Xpress 1270,26,1477,NA,
RADEON XPRESS 200,29,1466,NA,
RADEON XPRESS 200M,22,1494,NA,
RadeonT R5 430,1123,439,NA,
RadeonT R7 450,2185,256,NA,
RAGE 128 PRO AGP 4X TMDS,1,1661,NA,
Rage Fury Pro/Xpert 2000 Pro,3,1632,NA,
Red Hat QXL controller,31,1458,NA,
RGH Drivers v3,11,1527,NA,
RIVA TNT2 Model 64/Model 64 Pro,3,1614,NA,
RIVA TNT2/TNT2 Pro,3,1625,NA,
RV530 PRO,118,1205,NA,
Ryzen 5 2500U with Radeon Vega,1503,347,NA,
Ryzen 7 2700U with Radeon Vega,1617,328,NA,
S3 Chrome 430 ULP,39,1425,NA,
S3 Chrome S25 DDR2,18,1504,NA,
S3 ProSavageDDR,1,1660,NA,
SAPPHIRE RADEON 9600 ATLANTIS,47,1398,NA,
SAPPHIRE Radeon X1550,61,1359,NA,
Sapphire RADEON X800 GT,112,1221,NA,
Sherry 1.3 for GMA 3150,1,1656,NA,
Sherry 1.3.2 beta for 945 chipsets,3,1615,NA,
SiS 630/730,1,1659,NA,
SiS 650_651_M650_M652_740,3,1622,NA,
SiS 651,2,1640,NA,
SiS 661FX,3,1613,NA,
SiS 661FX/GX Mirage,4,1604,NA,
SiS 661FX_760_741_M661FX_M760_M741,4,1596,NA,
SiS 741,4,1595,NA,
SiS 760,5,1578,NA,
SiS M661MX,4,1605,NA,
SiS M760GX,3,1611,NA,
SiS Mirage,4,1600,NA,
SiS Mirage 3,2,1655,NA,
SUMO 9640,650,750,NA,
SUMO 964A,497,902,NA,
Tesla C2050,3515,171,NA,
Tesla C2050 / C2070,3428,176,NA,
Tesla C2070,3178,187,NA,
Tesla C2075,3364,179,1.48,2269.99
Tesla M60,7233,72,NA,
TITAN RTX,18712,2,7.49,2499.99
TITAN V,14694,7,4.09,3594.0
TITAN V CEO Edition,16987,3,NA,
TITAN Xp COLLECTORS EDITION,14759,6,NA,
TRINITY DEVASTATOR MOBILE,699,700,NA,
TRINITY SCRAPPER MOBILE,673,725,NA,
Vanta/Vanta LT,3,1634,NA,
VIA Chrome9 HC IGP,4,1599,NA,
VIA Chrome9 HC IGP Family,3,1610,NA,
VIA Chrome9 HC IGP Family WDDM,3,1623,NA,
VIA Chrome9 HC IGP Prerelease WDDM 1.1,2,1643,NA,
VIA Chrome9 HC IGP WDDM,2,1642,NA,
VIA Chrome9 HC IGP WDDM 1.1,2,1641,NA,
VIA Chrome9 HCM IGP,1,1657,NA,
VIA Chrome9 HD IGP,10,1530,NA,
VIA/S3G Chrome 645/640 GPU,109,1230,NA,
VIA/S3G DeltaChrome IGP,3,1627,NA,
VIA/S3G KM400/KN400,4,1603,NA,
VIA/S3G UniChrome IGP,4,1597,NA,
VIA/S3G UniChrome Pro IGP,4,1586,NA,
VIA/S3G UniChromeII,5,1560,NA,
VirtualBox Adapter for Windows 8+,397,965,NA,
Wine Display Adapter,261,1055,NA,
Xabre,5,1576,NA,
XFX Radeon HD 4650 AGP,107,1234,NA,
